s_num[int],s_const[N/m],s_len[m],e_load,tri_num,s_pos,rmse
2,102.8292306746261,0.7373888515362025,1.577591249651119,6,"[-0.00431544455147409, 0.3798624933122954]",0.4059151843588607
2,151.78969441022983,0.4849562208728421,5.34473545859637,5,"[0.12497099310770543, 0.35505534850249465]",0.33112663938536935
2,87.64571240941649,0.6066895841891966,9.489411323960628,6,"[0.38891148820512167, 0.3966982383117946]",55.09199673317313
2,202.6469162949738,0.6273841367816588,7.615098618668523,6,"[0.3840383448693211, 0.0692837646027682]",0.38690882281222255
2,221.5123988486609,0.7205426421998748,2.297867770559945,3,"[0.032857619785759795, 0.38567756239736306]",0.2237385583504323
2,153.18395432524233,0.7972407761046503,0.013511206840701728,3,"[0.3577649222574827, 0.04853027223739598]",0.4891804170426522
2,230.88698556217787,0.7684569415437603,5.2383856009183045,6,"[0.3893753313279158, -0.02843143683305699]",1.3443064250024295
2,173.21000034323188,0.7019070164242667,1.1825004173090536,6,"[0.36863530426396474, -0.09422178610170218]",0.1711495319369202
2,224.58956266962875,0.5088839194629455,2.580268398043252,4,"[0.2531801604815601, 0.03566600904974465]",0.0847178070943364
2,168.62913145736775,0.4615908777818366,2.1484728048294244,6,"[0.02062699541989177, 0.20691523924038113]",0.28878127932296344
2,189.28241987024882,0.606775685649934,6.165711416299164,6,"[0.05103909390201933, 0.35644282739045197]",0.33169282412139706
2,201.30503467350667,0.6782149991089943,5.20397510968571,5,"[0.05234188141648832, 0.3865238808588257]",0.1376165660124804
2,190.10472133915925,0.6298923991333658,9.705125984513561,5,"[0.3999036864231654, 0.3775187923419695]",6.946954206864023
2,207.88235595146895,0.6358837938529667,3.3184195672880437,5,"[0.3106487811959928, 0.022001015313831473]",0.3385746964558795
2,83.31252682546796,0.513719863891134,3.0747586895868793,6,"[0.13188351763384287, 0.37725108607725666]",0.18355629363932857
2,152.6017723015848,0.5330099207572818,1.3429332589250598,4,"[0.02568948449131392, 0.2759773438580364]",0.1572759157207879
2,85.0719063792688,0.3452643619724156,9.592544267612693,6,"[0.389207793659751, 0.39802880264872653]",16.01764763437744
2,238.34685848386187,0.34235801833708907,9.039123956601228,5,"[0.27639727192339947, 0.11599445810339293]",0.12831299714324115
2,176.44523959425655,0.39842598910675286,0.9092963143764987,4,"[0.024049099894808912, 0.1805734927179916]",0.1274211945149715
2,181.0718557728726,0.3978372545441878,7.399962545475312,4,"[0.17084921076455806, 0.38051860166404905]",0.3112605630620523
2,211.21847481819265,0.7548326849315925,7.004728848458123,5,"[0.39873818850791953, 0.3544763907466464]",9.010919851408518
2,189.07230597056244,0.6130126561248428,9.32203733892786,6,"[0.3980473069706981, 0.258303170201044]",5.903719015286699
2,121.55820393117335,0.5018260165714752,3.6864388182812737,5,"[0.12515015710335187, 0.3529898859368855]",0.2625019839472031
2,204.9351341542717,0.3842661083387051,3.261242492401087,3,"[0.09371492715830287, 0.28235973763507727]",0.1729219550040179
2,89.59379689138554,0.3332755119794964,0.5596698347110396,2,"[0.18373259947766452, 0.3600729462937856]",0.10768567581108174
2,118.94655493670737,0.34186373451455526,6.553515399778627,6,"[0.1425583701288723, 0.3364566892153731]",0.3189677336498727
2,239.99867888262165,0.3150934917142779,0.6055809078108332,1,"[0.28705219775540536, 0.13517800118617784]",0.058692652285544454
2,229.0164795122608,0.5136406868375969,5.007649194555857,5,"[0.03043647607264538, 0.28963856308294933]",0.5162209196509596
2,211.39487235268092,0.3164886381887669,1.6786364062985304,2,"[0.2367501364789144, 0.12898301634889808]",0.38732103811764257
2,228.19177679100193,0.38599379830168207,2.9873064951673745,5,"[0.17645057968102318, 0.050532933939270275]",0.3233953037291781
2,130.6270982467311,0.6117626153922513,8.841357093122006,6,"[0.3968423477308528, 0.39458144610027945]",8.105352282857345
2,154.57005228151016,0.5069900976882111,1.9376606287432485,4,"[0.28752183261019926, 0.047579093543228645]",0.2302543711489421
2,92.78300065987366,0.6346467157337501,8.781425388166053,6,"[0.3964905462312256, 0.39463805410480346]",45.5741849162679
2,207.01496848632644,0.5628264905478784,6.7048871284839775,6,"[0.32986416288990905, 0.0628770710944]",0.25941393477282154
2,231.74171550663607,0.3933505421390194,1.343585148069194,5,"[0.1434958341972915, 0.01093633233898289]",0.1936638624045623
2,110.92174659129682,0.5667177364901619,1.3412425053735555,5,"[0.00409680484178232, 0.31242353431749137]",0.11178842387338803
2,154.40144995390108,0.7316382850060911,7.633126490145688,6,"[0.3988997527637337, 0.39715712783249824]",8.33477714696665
2,219.12984311180506,0.5363848163888224,2.949017133041558,4,"[-0.034215325341588, 0.3204157355073525]",0.09418895585111611
2,224.54707185849222,0.6473710421257697,5.287381117354056,5,"[0.3539631609636621, 0.05958017084792189]",0.2368132934164321
2,207.650212656297,0.31037828817971824,0.3364575182212459,1,"[0.2930896240996681, 0.13629895008880966]",0.04391949337141834
2,152.15550566112609,0.37377503968151393,6.761394000133951,5,"[0.33299579742688734, 0.16075768520047573]",0.5938253910239203
2,118.92846479024612,0.524728786951193,1.5136711426417726,5,"[0.2835527827727059, 0.03185518088580741]",0.11349288729405084
2,203.80644375021464,0.44339185518886587,9.966855748492284,5,"[0.14762168367089634, 0.3809435319829322]",0.30726082055930976
2,172.91663961005014,0.6596276141684891,1.162422491744164,3,"[0.3463022298710152, 0.029511317194221287]",0.12610524538418744
2,90.59430740818357,0.4281018635422608,0.882188155027589,3,"[0.11988581209468041, 0.3430808338087181]",0.09747699828150141
2,189.60464008845923,0.7784573219610721,6.778752936515958,6,"[0.34539027309205883, 0.3983043853143994]",9.915016672544482
2,150.52265788867118,0.7184030270321802,2.151055898214241,4,"[0.08827339557640179, 0.39759849104236755]",0.3605306409455463
2,96.2408231414972,0.7752072964886334,6.074114829229304,6,"[0.3988245186954603, 0.39678389906234424]",34.64024649629705
2,159.12864869791042,0.3226398067095882,9.89211434974979,6,"[0.1567600744654658, 0.33452327809817983]",0.682874783487602
2,204.28210218779301,0.45967568368574013,4.750132263162113,3,"[0.12410385192497053, 0.3741158722193274]",0.3176832689816916
2,181.90589993817707,0.677436561940176,2.472118556874575,4,"[0.004600792077441185, 0.3641016656821384]",0.24278403917992533
2,209.41258827546432,0.31459935396347677,9.430736487035258,4,"[0.3598096308575728, 0.15704766161114425]",0.665134343733296
2,175.93957557563084,0.4576537616011888,0.14673134063514004,1,"[0.15307511948795066, 0.3854473307396511]",0.05194052326085912
2,238.61889424238845,0.4673273593868461,4.892651517553556,6,"[0.22697429951838854, 0.04458086535593886]",0.08809620150955612
2,151.82780688086703,0.37463039483824245,2.664574733223483,4,"[0.08102314377120151, 0.2585102718462299]",0.20248515994173216
2,99.85519400328991,0.3822602423049479,4.621758260206485,6,"[0.3343249501117127, 0.13449049842521332]",0.03726485733616585
2,195.26969004613335,0.7209006253927026,4.344616652930437,6,"[0.35807774656412905, 0.014007965141969503]",0.6673635983770223
2,86.45351146369609,0.3199067608781775,4.371575595813182,6,"[0.15603250542040947, 0.3252439375012398]",0.17031896821760195
2,180.45930101408572,0.3065064909349737,8.820798050991414,4,"[0.36784169882705753, 0.20090523345554212]",0.5385862942208018
2,126.44269245690082,0.528436524502859,9.127886489916364,6,"[0.3668681560168422, 0.3968209207655876]",4.562836564046925
2,220.80001387220415,0.5184724993928993,1.493791678239692,3,"[0.06623723470613702, 0.257662536343504]",0.3146470191644441
2,165.89261471963368,0.3461715163281543,8.679204318412063,5,"[0.15926624200927342, 0.3567758621745817]",0.8384203953792037
2,82.20516343530552,0.5645902186986571,6.2931183378487265,6,"[0.39822976987790104, 0.39663797900603137]",13.412380361787283
2,241.6878588614826,0.3089990587448999,8.278164591466261,3,"[0.36233285957850014, 0.1736327965176636]",0.40064447529960934
2,82.06326232960816,0.5451684668480118,2.4736788212311325,6,"[0.11304609737900473, 0.3688149374627766]",0.08711909803682648
2,133.12350749324503,0.7602546463165913,7.346728835656347,6,"[0.39498993030519125, 0.3987810230928728]",23.467360727914944
2,155.02446884377684,0.43885542542518513,2.06902418943221,5,"[0.22413707425616625, 0.05457815180286413]",0.06190612886346238
2,98.70896832476544,0.5328182372354271,2.22336251808553,6,"[0.32472870308567814, 0.027421128917067605]",0.2451866265019229
2,214.10870626472772,0.30691555314184255,6.239201086699896,5,"[0.22611694518055214, 0.09460625373144527]",0.22485521116607432
2,215.8599656960186,0.4129021402056815,2.450035469470613,6,"[-0.04537512313009523, 0.21019891880286623]",0.2519084809193052
2,170.4326230280569,0.38756297667044426,7.236368405539773,5,"[0.33350018638945644, 0.13082431772508762]",0.24725936919184024
2,133.46702634274817,0.34611704155720285,5.8925372952242405,4,"[0.19341779213003485, 0.3872315125096597]",0.29697380536151163
2,132.69711341752154,0.5623434995308656,1.7771743040513865,5,"[0.296193309291365, 0.01874107524050561]",0.07078869976824259
2,109.15352753291307,0.638195098827179,3.5039894197200807,6,"[0.39938489566152513, 0.08773665815562709]",0.19106942394373982
2,90.42392073088598,0.7507657529393532,9.323494539240581,6,"[0.39795126198812936, 0.3988824455459613]",73.34315537821297
2,85.2159170348758,0.79989683808915,6.629734454653995,6,"[0.39727034289289453, 0.39802243258667347]",52.52295509934008
2,90.48833448432644,0.7737774734127087,6.863971299636865,6,"[0.3972045580849226, 0.39674229165344355]",47.95203460811188
2,213.439209282176,0.3520915624687025,0.3417465577949075,3,"[0.0339780516188376, 0.14440310890278762]",0.02595265789100063
2,248.98069724768774,0.7905754342032663,9.961363390818448,6,"[0.3939440884107809, 0.3797572697955568]",13.805618293370499
2,246.916780113572,0.6418056139103192,7.559100649366934,5,"[0.38623172571053066, 0.0714132278613473]",0.3259867902421579
2,82.938160495589,0.663041261173584,7.060718452749716,6,"[0.391093097555299, 0.39428973809214185]",39.07602212330081
2,117.33876196551915,0.6162091005609431,7.566869133930615,6,"[0.39235819586796583, 0.38954547361102276]",8.170838090911065
2,149.65507515598722,0.44107342339187744,7.76863126882322,6,"[0.3674315035626018, 0.10305885379030766]",0.9062044853885259
2,161.96247313638315,0.4010954634905151,5.304053478881804,4,"[0.3465383798102355, 0.1465704540558036]",0.22926421117492068
2,177.4918347730275,0.30662286556368323,3.111463718508981,2,"[0.3563335726607859, 0.1845551719092795]",0.15523923210112922
2,151.8829509153841,0.5109407591684045,8.878918944793465,6,"[0.39852555063546535, 0.2165262139612817]",3.174381639031988
2,77.88623970491594,0.7393376042625301,4.173721701285537,6,"[0.3982551302458367, 0.39695681018747586]",18.2172380938624
2,240.73610306196736,0.3411019741479649,0.8146152372306736,1,"[0.3138056285976545, 0.15354810787863415]",0.16632069244946088
2,212.58789616879218,0.6147699503843365,4.186939756435061,5,"[0.3218732621789461, 0.03103782299622926]",0.13298990946623004
2,177.57868090256437,0.30731168031943434,9.027321220871778,4,"[0.3928456522814745, 0.17334743799345198]",0.5728085705216007
2,123.94711639481389,0.751816525006117,8.08484897688526,6,"[0.39621039345482045, 0.3994756058315714]",35.69286788591141
2,229.63424065375023,0.363954215169993,9.871221623050433,6,"[0.1152918600056716, 0.26955743638466]",0.5668856822488315
2,81.61244392428226,0.37778257942580445,4.545835547768089,6,"[0.17053384884531964, 0.37761843204332657]",0.1445111063727124
2,120.85255454729815,0.32249618805675273,3.210372142223937,3,"[0.185507734663654, 0.3637513223409292]",0.1783914179497717
2,201.9632493446307,0.5938808008500892,4.510425359995786,6,"[0.3609690367090783, -0.05523594410712673]",0.18329709911233985
2,154.00277679410493,0.5811334835292878,2.9402577778479366,5,"[0.35535336668995, -0.02592907935754124]",0.08189070559415049
2,145.23127443767763,0.5924020243516072,5.390925594770405,6,"[0.38121613101963214, 0.08815586830661976]",0.41919733115433355
2,172.41086498812328,0.43248645181046413,6.124820196985487,4,"[0.11725946859686487, 0.3834865338887389]",0.7652007530932781
2,147.13423048777878,0.7952128915925397,8.522568225705204,6,"[0.399534953636865, 0.38844810701998334]",39.429706872280164
2,173.08716448894,0.4608589443101952,6.027033001886448,5,"[0.10362040940303974, 0.3361283371031042]",0.2879210155049739
2,81.05831003506857,0.44997728387401814,6.770310748518268,6,"[0.3995003206195784, 0.39666263739872976]",3.243500665447734
2,97.90710625246416,0.42866877182740626,1.5975836435437896,3,"[0.38063822681100035, 0.14077184823610978]",0.11130900421166563
2,164.0462476929047,0.7468157256679209,2.4010469895609656,5,"[0.36766514772851167, 0.051263588997306486]",0.6437824184861953
2,184.0563521507725,0.5408755843652215,4.31977195555671,6,"[0.2932240860186712, 0.01112074175454747]",0.1560198691776002
2,102.62131586257219,0.4509709654417236,2.893472036626168,6,"[0.06349921049333618, 0.3034714685941544]",0.39248023529140913
2,165.08011997392956,0.6203598770897227,5.479025355199659,6,"[0.027649221021458892, 0.37567000792138094]",0.34071433339204316
2,151.00118177558045,0.7902536694799032,3.4247692742483937,6,"[0.030805570236152657, 0.39935702952731267]",2.0369808478802116
2,121.16715687485072,0.4544909446386402,3.7948711432277427,4,"[0.3856875279942008, 0.16061971097800076]",0.27748106544250134
2,123.53202275347705,0.5132450882953106,7.677787677171644,6,"[0.3941332515621586, 0.2926933844546147]",3.6005570512360667
2,184.1208609180351,0.4554344583417365,4.000046076093228,4,"[0.3066866121228776, 0.08855490361907581]",0.17742367779604826
2,139.75359098627666,0.7161811069218815,1.3498955791495593,5,"[0.39960144633118266, -0.0684998824673621]",0.2507126096907972
2,165.6512828161391,0.6904535505566237,8.97865306487709,6,"[0.39028812043398564, 0.39797237884515135]",8.06837934837255
2,123.72191383678441,0.5895092685236937,7.820365867940307,6,"[0.39037840744525754, 0.37987525970040925]",5.117821226480876
2,206.9533250866133,0.44274415370393616,4.33751548839121,3,"[0.12784507367825915, 0.3452499324194749]",0.07781277286926735
2,234.8227906805027,0.42746097142590855,4.349007441295517,3,"[0.3127172444840226, 0.10213946049261535]",0.21389047604093164
2,166.70951590686926,0.5626391639222608,4.920794785906578,6,"[0.08200820248315788, 0.32557627957101554]",0.226191996923931
2,207.9093639782901,0.3079801607619414,3.5068212613337058,2,"[0.3289653538516546, 0.18346220976996652]",0.3751159572973502
2,198.379276053844,0.4450784055505021,0.8681235452719838,4,"[0.18157152718294034, 0.023203322681160432]",0.07894486681428711
2,128.1067877151042,0.3584287892017789,5.240745852288862,6,"[0.2953633477917381, 0.09325239879523534]",0.5511246354801439
2,243.80873529638043,0.5996816909787247,1.6994836274712566,2,"[0.37102802837145965, 0.01215455213577643]",0.12008628776501636
2,107.65922349815176,0.38330783219788184,5.1202281096447235,6,"[0.33266475283465435, 0.1423123965364379]",0.32380005955977886
2,164.26643636104058,0.5087277912468027,5.809149653705874,5,"[0.12463142773729685, 0.3614912887364484]",0.37347951332234874
2,223.50525924199044,0.4703446370806702,9.607742684746817,5,"[0.3638209115329313, 0.13787165970301984]",0.3536787069476758
2,196.35683249114817,0.6116076726714793,6.635614058414586,6,"[0.3672475676204797, 0.02354918145083279]",0.3952850810256389
2,191.48763035085352,0.49320973738107166,9.038814327856398,5,"[0.15659012298039265, 0.3998503245623294]",0.46470180011106826
2,149.35964402860276,0.7087489334315124,4.165469665423421,6,"[0.039030702005897644, 0.3930616174147855]",0.2001224236209122
2,100.10828687756286,0.3243564338023437,3.5581409041847145,4,"[0.15679312336508955, 0.36587048246929854]",0.1966491063924461
2,154.4602452063941,0.46263385883396163,2.24301590001722,3,"[0.11040831285032371, 0.330197344457581]",0.09006138277299479
2,210.63704679141392,0.32842783058267466,9.177415501874787,4,"[0.13523673017167914, 0.36371743361997566]",0.9027428058255111
2,242.2199961453512,0.4461756648738597,9.081588815020167,4,"[0.1407783217081059, 0.3765945525958537]",0.12726034907707415
2,157.88542873553178,0.3418254181374255,6.490794443719848,5,"[0.13932692463162633, 0.30466683781912307]",0.3431687272423542
2,201.77362206477937,0.6202832479394647,1.7511340964563182,3,"[-0.026917737801443742, 0.3624284362106662]",0.1900186084882458
2,146.16394641221152,0.3407469819326058,8.469024439214456,5,"[0.3839217616888092, 0.16906936492438884]",0.20317668705134717
2,182.63155899939585,0.6767540926487644,9.548635526146832,6,"[0.35374669615879784, 0.39881796806406766]",8.346541492240139
2,161.28463227230867,0.5342421977893101,9.295273176762048,6,"[0.3959434917993735, 0.24975651595472118]",3.9868223097191957
2,127.24543774641555,0.569193039831164,3.027916133185987,5,"[0.08063567738148975, 0.3531329199393197]",0.12037809270671342
2,122.16743789707175,0.3651930713639172,7.713887076862783,6,"[0.17037017046898406, 0.36954665534302644]",0.22233543826901794
2,187.92191376677485,0.3867908504393118,4.867160325975641,3,"[0.3617406975830805, 0.1465702726621242]",0.1837772068584374
2,114.5933517549309,0.7549476603404861,3.304255528256302,5,"[0.3810514025624736, 0.39938987545188365]",5.03913143367539
2,225.96529731351296,0.40558648713241374,0.0817332681488947,2,"[0.19646486871018443, 0.024351916506083815]",0.11053227056888423
2,237.81021255271625,0.7455373916302137,3.715760784423309,4,"[0.39240267816993457, -0.0056532211943745025]",0.7510001241022345
2,127.06399437685297,0.6937971742721079,0.08706671265068411,3,"[0.38031203796554036, -0.047140242188321135]",0.2113118164033608
2,89.94763033575235,0.3688309186960271,2.8361444702328518,4,"[0.15261474920543783, 0.381007851619634]",0.4929273327521536
2,148.01600896436645,0.4860870871503667,9.533475434883304,6,"[0.3962382702993754, 0.25639967311854495]",3.3258113364484707
2,139.63027486641292,0.48498893570880525,4.146857195431261,5,"[0.33579344113195586, 0.10240847636859318]",0.22799995298866366
2,226.76561173542038,0.4838940075249691,1.0426833686349257,3,"[0.22127432128192925, 0.03986500127340137]",0.13250716209141666
2,110.14482913670707,0.7239473078405694,2.667862464637112,6,"[0.3978329890520669, 0.040411690350478646]",1.7132820280638392
2,195.4134468354128,0.5861219436796973,7.23870753242417,6,"[0.3733053736540334, 0.023651323805950697]",0.46441765475366864
